s/n,date,Temperature(oC),Rel. Humidity(%),Light(lux),CO2(ppm),HumidityRatio(kg/kg),Occupancy
8728,08-02-15 22:53,19.5,27.79,0,450,0.003891944,0
8729,08-02-15 22:53,19.5,27.79,0,448,0.003891944,0
8730,08-02-15 22:54,19.5,27.79,0,444,0.003891944,0
8731,08-02-15 22:56,19.5,27.79,0,447.5,0.003891944,0
8732,08-02-15 22:57,19.5,27.7,0,451,0.003879261,0
8733,08-02-15 22:58,19.5,27.79,0,449,0.003891944,0
8734,08-02-15 22:59,19.5,27.79,0,448.3333333,0.003891944,0
8735,08-02-15 22:59,19.5,27.79,0,456.5,0.003891944,0
8736,08-02-15 23:00,19.5,27.79,0,452,0.003891944,0
8737,08-02-15 23:02,19.5,27.79,0,447,0.003891944,0
8738,08-02-15 23:03,19.5,27.79,0,449.5,0.003891944,0
8739,08-02-15 23:04,19.5,27.79,0,452,0.003891944,0
8740,08-02-15 23:05,19.5,27.79,0,451,0.003891944,0
8741,08-02-15 23:06,19.5,27.745,0,450.5,0.003885603,0
8742,08-02-15 23:06,19.5,27.7,0,449,0.003879261,0
8743,08-02-15 23:08,19.5,27.7,0,449,0.003879261,0
8744,08-02-15 23:09,19.5,27.7,0,453,0.003879261,0
8745,08-02-15 23:10,19.5,27.7,0,447.5,0.003879261,0
8746,08-02-15 23:10,19.5,27.7,0,450.5,0.003879261,0
8747,08-02-15 23:12,19.5,27.7,0,453,0.003879261,0
8748,08-02-15 23:12,19.5,27.7,0,447,0.003879261,0
8749,08-02-15 23:13,19.5,27.7,0,447.6666667,0.003879261,0
8750,08-02-15 23:15,19.5,27.66666667,0,452.6666667,0.003874564,0
8751,08-02-15 23:16,19.5,27.6,0,452,0.00386517,0
8752,08-02-15 23:17,19.5,27.6,0,454,0.00386517,0
8753,08-02-15 23:18,19.5,27.6,0,448,0.00386517,0
8754,08-02-15 23:19,19.5,27.6,0,453.5,0.00386517,0
8755,08-02-15 23:19,19.5,27.6,0,451,0.00386517,0
8756,08-02-15 23:21,19.46333333,27.56666667,0,447,0.003851625,0
8757,08-02-15 23:22,19.5,27.6,0,452.3333333,0.00386517,0
8758,08-02-15 23:23,19.5,27.6,0,455.6666667,0.00386517,0
8759,08-02-15 23:23,19.5,27.55,0,446,0.003858124,0
8760,08-02-15 23:25,19.46333333,27.49666667,0,448.3333333,0.003841784,0
8761,08-02-15 23:25,19.5,27.5,0,452.5,0.003851079,0
8762,08-02-15 23:26,19.5,27.5,0,455,0.003851079,0
8763,08-02-15 23:28,19.5,27.42666667,0,451.3333333,0.003840746,0
8764,08-02-15 23:29,19.5,27.39,0,450.3333333,0.003835579,0
8765,08-02-15 23:30,19.5,27.39,0,451,0.003835579,0
8766,08-02-15 23:31,19.5,27.39,0,449.5,0.003835579,0
8767,08-02-15 23:31,19.5,27.39,0,448.5,0.003835579,0
8768,08-02-15 23:32,19.5,27.34,0,447.5,0.003828534,0
8769,08-02-15 23:34,19.5,27.29,0,447,0.00382149,0
8770,08-02-15 23:35,19.5,27.29,0,450,0.00382149,0
8771,08-02-15 23:36,19.5,27.2,0,459,0.00380881,0
8772,08-02-15 23:37,19.5,27.2,0,453,0.00380881,0
8773,08-02-15 23:38,19.5,27.2,0,454.3333333,0.00380881,0
8774,08-02-15 23:38,19.5,27.2,0,455.5,0.00380881,0
8775,08-02-15 23:39,19.5,27.2,0,457.6666667,0.00380881,0
8776,08-02-15 23:41,19.5,27.2,0,452,0.00380881,0
8777,08-02-15 23:42,19.5,27.2,0,452.6666667,0.00380881,0
8778,08-02-15 23:43,19.5,27.2,0,453,0.00380881,0
8779,08-02-15 23:44,19.5,27.2,0,460,0.00380881,0
8780,08-02-15 23:44,19.5,27.2,0,455,0.00380881,0
8781,08-02-15 23:45,19.5,27.2,0,453,0.00380881,0
8782,08-02-15 23:47,19.5,27.2,0,454.5,0.00380881,0
8783,08-02-15 23:48,19.5,27.2,0,450.5,0.00380881,0
8784,08-02-15 23:49,19.5,27.16666667,0,452.6666667,0.003804113,0
8785,08-02-15 23:50,19.5,27.1,0,454,0.003794721,0
8786,08-02-15 23:51,19.5,27.1,0,448,0.003794721,0
8787,08-02-15 23:51,19.5,27.1,0,454,0.003794721,0
8788,08-02-15 23:53,19.5,27.1,0,459.5,0.003794721,0
8789,08-02-15 23:54,19.5,27.1,0,462,0.003794721,0
8790,08-02-15 23:55,19.5,27.1,0,461,0.003794721,0
8791,08-02-15 23:55,19.5,27,0,456,0.003780633,0
8792,08-02-15 23:57,19.5,27.1,0,456,0.003794721,0
8793,08-02-15 23:57,19.5,27.1,0,459,0.003794721,0
8794,08-02-15 23:58,19.5,27.1,0,458,0.003794721,0
8795,09-02-15 0:00,19.5,27.1,0,459,0.003794721,0
8796,09-02-15 0:01,19.5,27.1,0,459,0.003794721,0
8797,09-02-15 0:02,19.5,27.1,0,458,0.003794721,0
8798,09-02-15 0:03,19.5,27.1,0,457,0.003794721,0
8799,09-02-15 0:04,19.5,27,0,458,0.003780633,0
8800,09-02-15 0:04,19.5,27,0,456.5,0.003780633,0
8801,09-02-15 0:06,19.5,27,0,455,0.003780633,0
8802,09-02-15 0:07,19.5,27.1,0,460,0.003794721,0
8803,09-02-15 0:08,19.5,27.05,0,456.5,0.003787677,0
8804,09-02-15 0:08,19.5,27,0,456.5,0.003780633,0
8805,09-02-15 0:10,19.5,27,0,456,0.003780633,0
8806,09-02-15 0:10,19.5,27,0,461,0.003780633,0
8807,09-02-15 0:11,19.5,27.03333333,0,459,0.003785329,0
8808,09-02-15 0:13,19.5,27.05,0,456.5,0.003787677,0
8809,09-02-15 0:14,19.5,27.03333333,0,454.6666667,0.003785329,0
8810,09-02-15 0:15,19.5,27,0,456,0.003780633,0
8811,09-02-15 0:16,19.5,27,0,461,0.003780633,0
8812,09-02-15 0:16,19.5,27,0,458,0.003780633,0
8813,09-02-15 0:17,19.5,27,0,460,0.003780633,0
8814,09-02-15 0:19,19.5,27,0,462,0.003780633,0
8815,09-02-15 0:20,19.5,27,0,462,0.003780633,0
8816,09-02-15 0:21,19.5,27,0,451.5,0.003780633,0
8817,09-02-15 0:22,19.5,26.945,0,456.5,0.003772885,0
8818,09-02-15 0:23,19.5,26.89,0,459,0.003765138,0
8819,09-02-15 0:23,19.5,26.89,0,452,0.003765138,0
8820,09-02-15 0:24,19.5,26.89,0,455.3333333,0.003765138,0
8821,09-02-15 0:26,19.5,26.89,0,467.5,0.003765138,0
8822,09-02-15 0:27,19.5,26.89,0,464.5,0.003765138,0
8823,09-02-15 0:28,19.5,26.89,0,459.3333333,0.003765138,0
8824,09-02-15 0:29,19.5,26.89,0,457,0.003765138,0
8825,09-02-15 0:29,19.5,26.89,0,458,0.003765138,0
8826,09-02-15 0:30,19.5,26.89,0,457,0.003765138,0
8827,09-02-15 0:32,19.42666667,26.89,0,460,0.003747899,0
8828,09-02-15 0:33,19.39,26.89,0,466,0.003739306,0
8829,09-02-15 0:34,19.445,26.89,0,463,0.003752202,0
8830,09-02-15 0:35,19.445,26.89,0,459.5,0.003752202,0
8831,09-02-15 0:36,19.39,26.79,0,463,0.003725317,0
8832,09-02-15 0:36,19.445,26.89,0,462.5,0.003752202,0
8833,09-02-15 0:38,19.39,26.84,0,461,0.003732311,0
8834,09-02-15 0:39,19.39,26.84,0,463.5,0.003732311,0
8835,09-02-15 0:40,19.39,26.79,0,462.5,0.003725317,0
8836,09-02-15 0:40,19.39,26.79,0,462.5,0.003725317,0
8837,09-02-15 0:42,19.39,26.84,0,459,0.003732311,0
8838,09-02-15 0:42,19.39,26.79,0,464,0.003725317,0
8839,09-02-15 0:43,19.39,26.84,0,461,0.003732311,0
8840,09-02-15 0:45,19.39,26.79,0,464,0.003725317,0
8841,09-02-15 0:46,19.39,26.79,0,468.3333333,0.003725317,0
8842,09-02-15 0:47,19.39,26.79,0,467,0.003725317,0
8843,09-02-15 0:48,19.39,26.79,0,459,0.003725317,0
8844,09-02-15 0:49,19.39,26.79,0,462,0.003725317,0
8845,09-02-15 0:49,19.39,26.79,0,458,0.003725317,0
8846,09-02-15 0:51,19.39,26.79,0,458,0.003725317,0
8847,09-02-15 0:52,19.39,26.82333333,0,459.6666667,0.00372998,0
8848,09-02-15 0:53,19.39,26.79,0,462,0.003725317,0
8849,09-02-15 0:53,19.39,26.79,0,462,0.003725317,0
8850,09-02-15 0:55,19.39,26.82333333,0,461.3333333,0.00372998,0
8851,09-02-15 0:55,19.39,26.89,0,461,0.003739306,0
8852,09-02-15 0:56,19.39,26.89,0,461,0.003739306,0
8853,09-02-15 0:58,19.39,26.89,0,460,0.003739306,0
8854,09-02-15 0:59,19.39,26.89,0,459.6666667,0.003739306,0
8855,09-02-15 1:00,19.39,26.89,0,462.5,0.003739306,0
8856,09-02-15 1:01,19.39,27,0,462.5,0.003754695,0
8857,09-02-15 1:01,19.5,27,0,463,0.003780633,0
8858,09-02-15 1:02,19.39,26.89,0,464,0.003739306,0
8859,09-02-15 1:04,19.39,27,0,466,0.003754695,0
8860,09-02-15 1:05,19.39,27,0,463,0.003754695,0
8861,09-02-15 1:06,19.39,27,0,461,0.003754695,0
8862,09-02-15 1:07,19.39,27.06666667,0,465.3333333,0.003764022,0
8863,09-02-15 1:08,19.39,27.1,0,462,0.003768685,0
8864,09-02-15 1:08,19.39,27.1,0,458,0.003768685,0
8865,09-02-15 1:09,19.39,27.1,0,457,0.003768685,0
8866,09-02-15 1:11,19.39,27.1,0,460.5,0.003768685,0
8867,09-02-15 1:12,19.39,27.1,0,457,0.003768685,0
8868,09-02-15 1:13,19.39,27.1,0,459,0.003768685,0
8869,09-02-15 1:14,19.39,27.1,0,467.5,0.003768685,0
8870,09-02-15 1:14,19.39,27.1,0,468.5,0.003768685,0
8871,09-02-15 1:15,19.5,27.2,0,464.5,0.00380881,0
8872,09-02-15 1:17,19.46333333,27.2,0,462.6666667,0.003800081,0
8873,09-02-15 1:18,19.39,27.2,0,458,0.003782676,0
8874,09-02-15 1:19,19.445,27.2,0,458.5,0.003795723,0
8875,09-02-15 1:20,19.39,27.2,0,458.5,0.003782676,0
8876,09-02-15 1:21,19.46333333,27.23,0,462.3333333,0.003804298,0
8877,09-02-15 1:21,19.5,27.29,0,464,0.00382149,0
8878,09-02-15 1:23,19.39,27.2,0,464,0.003782676,0
8879,09-02-15 1:24,19.46333333,27.26,0,459,0.003808515,0
8880,09-02-15 1:25,19.39,27.2,0,460,0.003782676,0
8881,09-02-15 1:25,19.5,27.29,0,465,0.00382149,0
8882,09-02-15 1:27,19.39,27.2,0,466.5,0.003782676,0
8883,09-02-15 1:27,19.445,27.2,0,467,0.003795723,0
8884,09-02-15 1:28,19.5,27.29,0,459,0.00382149,0
8885,09-02-15 1:30,19.46333333,27.26,0,456.6666667,0.003808515,0
8886,09-02-15 1:31,19.445,27.245,0,459.5,0.003802041,0
8887,09-02-15 1:32,19.445,27.245,0,464,0.003802041,0
8888,09-02-15 1:33,19.445,27.2,0,465,0.003795723,0
8889,09-02-15 1:34,19.5,27.29,0,464,0.00382149,0
8890,09-02-15 1:34,19.445,27.245,0,463,0.003802041,0
8891,09-02-15 1:36,19.39,27.2,0,462,0.003782676,0
8892,09-02-15 1:37,19.39,27.2,0,461,0.003782676,0
8893,09-02-15 1:38,19.39,27.2,0,460,0.003782676,0
8894,09-02-15 1:38,19.39,27.2,0,459,0.003782676,0
8895,09-02-15 1:40,19.39,27.2,0,464.5,0.003782676,0
8896,09-02-15 1:40,19.39,27.2,0,465.5,0.003782676,0
8897,09-02-15 1:41,19.39,27.2,0,463,0.003782676,0
8898,09-02-15 1:43,19.39,27.2,0,462.3333333,0.003782676,0
8899,09-02-15 1:44,19.39,27.2,0,463,0.003782676,0
8900,09-02-15 1:45,19.39,27.2,0,466,0.003782676,0
8901,09-02-15 1:46,19.39,27.2,0,466,0.003782676,0
8902,09-02-15 1:46,19.34,27.2,0,462.5,0.00377085,0
8903,09-02-15 1:47,19.34,27.2,0,457,0.00377085,0
8904,09-02-15 1:49,19.39,27.2,0,458.6666667,0.003782676,0
8905,09-02-15 1:50,19.29,27.2,0,464,0.003759056,0
8906,09-02-15 1:51,19.34,27.2,0,467,0.00377085,0
8907,09-02-15 1:52,19.35666667,27.2,0,464.3333333,0.003774788,0
8908,09-02-15 1:53,19.39,27.2,0,457,0.003782676,0
8909,09-02-15 1:53,19.39,27.2,0,456,0.003782676,0
8910,09-02-15 1:54,19.39,27.2,0,464,0.003782676,0
8911,09-02-15 1:56,19.39,27.16666667,0,468,0.003778013,0
8912,09-02-15 1:57,19.39,27.1,0,468.5,0.003768685,0
8913,09-02-15 1:58,19.39,27.1,0,466,0.003768685,0
8914,09-02-15 1:59,19.39,27.1,0,465,0.003768685,0
8915,09-02-15 1:59,19.39,27.1,0,470,0.003768685,0
8916,09-02-15 2:00,19.39,27.1,0,466.5,0.003768685,0
8917,09-02-15 2:02,19.39,27.1,0,467.5,0.003768685,0
8918,09-02-15 2:03,19.39,27.1,0,465,0.003768685,0
8919,09-02-15 2:04,19.39,27.1,0,464.5,0.003768685,0
8920,09-02-15 2:05,19.39,27.05,0,466,0.00376169,0
8921,09-02-15 2:06,19.39,27.03333333,0,464.6666667,0.003759358,0
8922,09-02-15 2:06,19.39,27.05,0,464.5,0.00376169,0
8923,09-02-15 2:08,19.39,27,0,467.5,0.003754695,0
8924,09-02-15 2:09,19.445,26.995,0,470,0.003766942,0
8925,09-02-15 2:10,19.39,26.89,0,472,0.003739306,0
8926,09-02-15 2:10,19.39,26.89,0,472,0.003739306,0
8927,09-02-15 2:12,19.39,26.89,0,471,0.003739306,0
8928,09-02-15 2:12,19.39,26.89,0,463.5,0.003739306,0
8929,09-02-15 2:13,19.39,26.89,0,467,0.003739306,0
8930,09-02-15 2:15,19.39,26.89,0,466,0.003739306,0
8931,09-02-15 2:16,19.39,26.89,0,470.5,0.003739306,0
8932,09-02-15 2:17,19.39,26.89,0,469,0.003739306,0
8933,09-02-15 2:18,19.39,26.89,0,467,0.003739306,0
8934,09-02-15 2:19,19.39,26.89,0,471,0.003739306,0
8935,09-02-15 2:19,19.39,26.89,0,473,0.003739306,0
8936,09-02-15 2:21,19.39,26.84,0,473,0.003732311,0
8937,09-02-15 2:22,19.39,26.89,0,474,0.003739306,0
8938,09-02-15 2:23,19.39,26.82333333,0,466,0.00372998,0
8939,09-02-15 2:23,19.39,26.815,0,467,0.003728814,0
8940,09-02-15 2:25,19.39,26.79,0,469,0.003725317,0
8941,09-02-15 2:25,19.39,26.79,0,471,0.003725317,0
8942,09-02-15 2:26,19.39,26.79,0,471,0.003725317,0
8943,09-02-15 2:28,19.39,26.745,0,472.5,0.003719022,0
8944,09-02-15 2:29,19.39,26.745,0,472,0.003719022,0
8945,09-02-15 2:30,19.39,26.7,0,472,0.003712727,0
8946,09-02-15 2:31,19.39,26.7,0,472,0.003712727,0
8947,09-02-15 2:31,19.39,26.7,0,471,0.003712727,0
8948,09-02-15 2:32,19.39,26.7,0,468,0.003712727,0
8949,09-02-15 2:34,19.39,26.7,0,470,0.003712727,0
8950,09-02-15 2:35,19.39,26.7,0,469,0.003712727,0
8951,09-02-15 2:36,19.39,26.7,0,470.3333333,0.003712727,0
8952,09-02-15 2:37,19.39,26.7,0,471,0.003712727,0
8953,09-02-15 2:38,19.39,26.7,0,471.5,0.003712727,0
8954,09-02-15 2:38,19.39,26.7,0,470,0.003712727,0
8955,09-02-15 2:39,19.39,26.7,0,468,0.003712727,0
8956,09-02-15 2:41,19.39,26.7,0,469,0.003712727,0
8957,09-02-15 2:42,19.39,26.65,0,472,0.003705733,0
8958,09-02-15 2:43,19.39,26.7,0,474,0.003712727,0
8959,09-02-15 2:44,19.39,26.7,0,468,0.003712727,0
8960,09-02-15 2:44,19.39,26.65,0,470.5,0.003705733,0
8961,09-02-15 2:45,19.39,26.7,0,470.5,0.003712727,0
8962,09-02-15 2:47,19.39,26.65,0,468,0.003705733,0
8963,09-02-15 2:48,19.445,26.65,0,468.5,0.003718513,0
8964,09-02-15 2:49,19.39,26.65,0,469,0.003705733,0
8965,09-02-15 2:50,19.39,26.66666667,0,471.3333333,0.003708064,0
8966,09-02-15 2:51,19.39,26.6,0,470.5,0.003698739,0
8967,09-02-15 2:51,19.39,26.6,0,472,0.003698739,0
8968,09-02-15 2:53,19.46333333,26.66666667,0,467.6666667,0.003725123,0
8969,09-02-15 2:54,19.445,26.65,0,464,0.003718513,0
8970,09-02-15 2:55,19.39,26.6,0,467.5,0.003698739,0
8971,09-02-15 2:55,19.5,26.7,0,472,0.003738374,0
8972,09-02-15 2:57,19.5,26.7,0,473,0.003738374,0
8973,09-02-15 2:57,19.42666667,26.63333333,0,475.6666667,0.003711912,0
8974,09-02-15 2:58,19.39,26.66666667,0,470.6666667,0.003708064,0
8975,09-02-15 3:00,19.445,26.7,0,468.5,0.003725531,0
8976,09-02-15 3:01,19.39,26.7,0,470,0.003712727,0
8977,09-02-15 3:02,19.39,26.7,0,469,0.003712727,0
8978,09-02-15 3:03,19.39,26.7,0,468,0.003712727,0
8979,09-02-15 3:04,19.39,26.7,0,465.3333333,0.003712727,0
8980,09-02-15 3:04,19.39,26.7,0,464,0.003712727,0
8981,09-02-15 3:06,19.39,26.7,0,469.6666667,0.003712727,0
8982,09-02-15 3:07,19.39,26.7,0,471,0.003712727,0
8983,09-02-15 3:08,19.39,26.7,0,473.3333333,0.003712727,0
8984,09-02-15 3:08,19.39,26.7,0,472,0.003712727,0
8985,09-02-15 3:10,19.39,26.7,0,472,0.003712727,0
8986,09-02-15 3:10,19.39,26.73,0,469.3333333,0.003716923,0
8987,09-02-15 3:11,19.39,26.7,0,467,0.003712727,0
8988,09-02-15 3:13,19.35666667,26.73,0,472.3333333,0.003709173,0
8989,09-02-15 3:14,19.35666667,26.79,0,464.6666667,0.003717549,0
8990,09-02-15 3:15,19.29,26.79,0,464.5,0.003702057,0
8991,09-02-15 3:16,19.29,26.79,0,464,0.003702057,0
8992,09-02-15 3:16,19.34,26.84,0,472,0.003720643,0
8993,09-02-15 3:17,19.29,26.79,0,471,0.003702057,0
8994,09-02-15 3:19,19.29,26.79,0,466,0.003702057,0
8995,09-02-15 3:20,19.29,26.79,0,467.6666667,0.003702057,0
8996,09-02-15 3:21,19.29,26.79,0,470,0.003702057,0
8997,09-02-15 3:22,19.29,26.79,0,469,0.003702057,0
8998,09-02-15 3:23,19.29,26.85666667,0,467.6666667,0.003711324,0
8999,09-02-15 3:23,19.29,26.84,0,472,0.003709007,0
9000,09-02-15 3:24,19.29,26.79,0,473,0.003702057,0
9001,09-02-15 3:26,19.34,26.79,0,472,0.003713671,0
9002,09-02-15 3:27,19.34,26.79,0,472,0.003713671,0
9003,09-02-15 3:28,19.34,26.79,0,471,0.003713671,0
9004,09-02-15 3:29,19.39,26.79,0,467,0.003725317,0
9005,09-02-15 3:29,19.34,26.79,0,471,0.003713671,0
9006,09-02-15 3:30,19.29,26.79,0,474,0.003702057,0
9007,09-02-15 3:32,19.39,26.7,0,478,0.003712727,0
9008,09-02-15 3:33,19.39,26.7,0,472,0.003712727,0
9009,09-02-15 3:34,19.39,26.7,0,475,0.003712727,0
9010,09-02-15 3:35,19.39,26.7,0,476,0.003712727,0
9011,09-02-15 3:36,19.39,26.7,0,472,0.003712727,0
9012,09-02-15 3:36,19.39,26.7,0,479,0.003712727,0
9013,09-02-15 3:38,19.39,26.7,0,479,0.003712727,0
9014,09-02-15 3:39,19.39,26.66666667,0,471,0.003708064,0
9015,09-02-15 3:40,19.39,26.7,0,466,0.003712727,0
9016,09-02-15 3:40,19.39,26.65,0,466.5,0.003705733,0
9017,09-02-15 3:42,19.39,26.7,0,469,0.003712727,0
9018,09-02-15 3:42,19.34,26.7,0,471,0.00370112,0
9019,09-02-15 3:43,19.34,26.7,0,469,0.00370112,0
9020,09-02-15 3:45,19.34,26.7,0,468.5,0.00370112,0
9021,09-02-15 3:46,19.39,26.7,0,468,0.003712727,0
9022,09-02-15 3:47,19.29,26.7,0,470.5,0.003689546,0
9023,09-02-15 3:48,19.39,26.7,0,472,0.003712727,0
9024,09-02-15 3:49,19.39,26.7,0,474,0.003712727,0
9025,09-02-15 3:49,19.39,26.6,0,466,0.003698739,0
9026,09-02-15 3:51,19.39,26.65,0,466,0.003705733,0
9027,09-02-15 3:52,19.39,26.7,0,466,0.003712727,0
9028,09-02-15 3:53,19.35666667,26.6,0,468,0.003691027,0
9029,09-02-15 3:53,19.39,26.6,0,471.3333333,0.003698739,0
9030,09-02-15 3:55,19.39,26.66666667,0,471.6666667,0.003708064,0
9031,09-02-15 3:55,19.34,26.65,0,469.5,0.003694148,0
9032,09-02-15 3:56,19.39,26.7,0,473,0.003712727,0
9033,09-02-15 3:58,19.39,26.7,0,472,0.003712727,0
9034,09-02-15 3:59,19.29,26.7,0,468,0.003689546,0
9035,09-02-15 4:00,19.34,26.7,0,465,0.00370112,0
9036,09-02-15 4:01,19.39,26.7,0,467,0.003712727,0
9037,09-02-15 4:01,19.34,26.7,0,471.5,0.00370112,0
9038,09-02-15 4:02,19.39,26.7,0,467,0.003712727,0
9039,09-02-15 4:04,19.35666667,26.7,0,472,0.003704986,0
9040,09-02-15 4:05,19.39,26.7,0,468,0.003712727,0
9041,09-02-15 4:06,19.39,26.7,0,468,0.003712727,0
9042,09-02-15 4:07,19.39,26.7,0,466,0.003712727,0
9043,09-02-15 4:08,19.39,26.7,0,469.6666667,0.003712727,0
9044,09-02-15 4:08,19.39,26.7,0,467,0.003712727,0
9045,09-02-15 4:09,19.39,26.7,0,464,0.003712727,0
9046,09-02-15 4:11,19.39,26.7,0,469.5,0.003712727,0
9047,09-02-15 4:12,19.39,26.7,0,473,0.003712727,0
9048,09-02-15 4:13,19.39,26.7,0,468,0.003712727,0
9049,09-02-15 4:14,19.29,26.7,0,466.5,0.003689546,0
9050,09-02-15 4:14,19.39,26.7,0,462.5,0.003712727,0
9051,09-02-15 4:15,19.39,26.7,0,473,0.003712727,0
9052,09-02-15 4:17,19.29,26.7,0,472.5,0.003689546,0
9053,09-02-15 4:18,19.29,26.7,0,471,0.003689546,0
9054,09-02-15 4:19,19.29,26.7,0,473.5,0.003689546,0
9055,09-02-15 4:20,19.29,26.7,0,470,0.003689546,0
9056,09-02-15 4:21,19.29,26.7,0,471,0.003689546,0
9057,09-02-15 4:21,19.29,26.79,0,470,0.003702057,0
9058,09-02-15 4:23,19.29,26.79,0,470,0.003702057,0
9059,09-02-15 4:24,19.29,26.79,0,470.5,0.003702057,0
9060,09-02-15 4:25,19.29,26.79,0,469,0.003702057,0
9061,09-02-15 4:25,19.29,26.79,0,470.5,0.003702057,0
9062,09-02-15 4:27,19.29,26.79,0,467,0.003702057,0
9063,09-02-15 4:27,19.29,26.79,0,469,0.003702057,0
9064,09-02-15 4:28,19.29,26.79,0,470.5,0.003702057,0
9065,09-02-15 4:30,19.29,26.79,0,466,0.003702057,0
9066,09-02-15 4:31,19.29,26.79,0,466,0.003702057,0
9067,09-02-15 4:32,19.29,26.79,0,466,0.003702057,0
9068,09-02-15 4:33,19.29,26.79,0,469.5,0.003702057,0
9069,09-02-15 4:34,19.29,26.89,0,469,0.003715958,0
9070,09-02-15 4:34,19.29,26.79,0,461,0.003702057,0
9071,09-02-15 4:36,19.29,26.89,0,465,0.003715958,0
9072,09-02-15 4:37,19.29,26.89,0,470.5,0.003715958,0
9073,09-02-15 4:38,19.29,26.89,0,471.5,0.003715958,0
9074,09-02-15 4:38,19.29,26.89,0,469,0.003715958,0
9075,09-02-15 4:40,19.29,26.89,0,473,0.003715958,0
9076,09-02-15 4:40,19.29,26.89,0,467,0.003715958,0
9077,09-02-15 4:41,19.29,26.89,0,468,0.003715958,0
9078,09-02-15 4:43,19.29,26.89,0,463,0.003715958,0
9079,09-02-15 4:44,19.29,26.89,0,463.6666667,0.003715958,0
9080,09-02-15 4:45,19.29,26.89,0,458,0.003715958,0
9081,09-02-15 4:46,19.29,26.89,0,459,0.003715958,0
9082,09-02-15 4:46,19.34,26.89,0,462.5,0.003727616,0
9083,09-02-15 4:47,19.32333333,26.89,0,459.6666667,0.003723726,0
9084,09-02-15 4:49,19.29,26.89,0,466,0.003715958,0
9085,09-02-15 4:50,19.29,26.89,0,466,0.003715958,0
9086,09-02-15 4:51,19.29,26.89,0,465.5,0.003715958,0
9087,09-02-15 4:52,19.29,26.89,0,466.5,0.003715958,0
9088,09-02-15 4:53,19.29,26.89,0,467.5,0.003715958,0
9089,09-02-15 4:53,19.29,26.89,0,466,0.003715958,0
9090,09-02-15 4:54,19.29,26.89,0,463,0.003715958,0
9091,09-02-15 4:56,19.29,26.89,0,465.3333333,0.003715958,0
9092,09-02-15 4:57,19.29,26.89,0,465,0.003715958,0
9093,09-02-15 4:58,19.29,26.89,0,466,0.003715958,0
9094,09-02-15 4:59,19.29,26.79,0,465,0.003702057,0
9095,09-02-15 4:59,19.39,26.79,0,468,0.003725317,0
9096,09-02-15 5:00,19.34,26.79,0,461.5,0.003713671,0
9097,09-02-15 5:02,19.39,26.79,0,460,0.003725317,0
9098,09-02-15 5:03,19.39,26.79,0,462.5,0.003725317,0
9099,09-02-15 5:04,19.39,26.79,0,468,0.003725317,0
9100,09-02-15 5:05,19.39,26.79,0,467.5,0.003725317,0
9101,09-02-15 5:06,19.39,26.745,0,461,0.003719022,0
9102,09-02-15 5:06,19.39,26.7,0,464,0.003712727,0
9103,09-02-15 5:08,19.39,26.745,0,467,0.003719022,0
9104,09-02-15 5:09,19.39,26.745,0,468,0.003719022,0
9105,09-02-15 5:10,19.39,26.7,0,465,0.003712727,0
9106,09-02-15 5:10,19.39,26.7,0,465,0.003712727,0
9107,09-02-15 5:12,19.39,26.7,0,458,0.003712727,0
9108,09-02-15 5:12,19.39,26.7,0,461,0.003712727,0
9109,09-02-15 5:13,19.39,26.7,0,466,0.003712727,0
9110,09-02-15 5:15,19.445,26.745,0,464.5,0.003731848,0
9111,09-02-15 5:16,19.445,26.7,0,459.5,0.003725531,0
9112,09-02-15 5:17,19.39,26.7,0,457.3333333,0.003712727,0
9113,09-02-15 5:18,19.5,26.7,0,461,0.003738374,0
9114,09-02-15 5:19,19.5,26.7,0,460,0.003738374,0
9115,09-02-15 5:19,19.445,26.745,0,460.5,0.003731848,0
9116,09-02-15 5:21,19.5,26.7,0,461,0.003738374,0
9117,09-02-15 5:22,19.5,26.7,0,459,0.003738374,0
9118,09-02-15 5:23,19.5,26.7,0,460.5,0.003738374,0
9119,09-02-15 5:23,19.5,26.7,0,460.3333333,0.003738374,0
9120,09-02-15 5:25,19.5,26.7,0,463,0.003738374,0
9121,09-02-15 5:25,19.5,26.7,0,466,0.003738374,0
9122,09-02-15 5:26,19.5,26.7,0,466.5,0.003738374,0
9123,09-02-15 5:28,19.5,26.7,0,463.5,0.003738374,0
9124,09-02-15 5:29,19.5,26.7,0,461.5,0.003738374,0
9125,09-02-15 5:30,19.6,26.7,0,461,0.003761825,0
9126,09-02-15 5:31,19.5,26.7,0,456,0.003738374,0
9127,09-02-15 5:31,19.5,26.7,0,460,0.003738374,0
9128,09-02-15 5:32,19.5,26.7,0,461,0.003738374,0
9129,09-02-15 5:34,19.5,26.7,0,461,0.003738374,0
9130,09-02-15 5:35,19.5,26.745,0,465,0.003744712,0
9131,09-02-15 5:36,19.5,26.7,0,466,0.003738374,0
9132,09-02-15 5:37,19.5,26.7,0,460,0.003738374,0
9133,09-02-15 5:38,19.5,26.79,0,459,0.003751051,0
9134,09-02-15 5:38,19.5,26.79,0,457.3333333,0.003751051,0
9135,09-02-15 5:39,19.5,26.89,0,456,0.003765138,0
9136,09-02-15 5:41,19.46333333,26.85666667,0,462.3333333,0.003751825,0
9137,09-02-15 5:42,19.39,26.79,0,462,0.003725317,0
